Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations,Number of Atoms,Molecular Formula,Number of Bonds,Number of Rings,Topological Polar Surface Area,Rotatable Bonds,Number of Heavy Atoms,Number of Aromatic Rings,Number of Saturated Rings,Number of Aliphatic Rings,Number of Bridge Head Atoms,Percent of sp^3 Hybridization,Surface Area,Max Partial Charge,Hall Kier Alpha
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",5757,272.388,2,2,3.6092,True,None,20,C18H24O2,23,4,40.46,0,20,1,2,3,0,0.6666666666666666,120.38168254,0.50795603,-1.02
"(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",54687,424.534,4,6,2.4404,True,None,30,C23H36O7,31,2,124.29000000000002,10,30,0,0,2,0,0.7391304347826086,177.99063361,0.48115943,-1.7
"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine",3878,256.096,2,5,2.0098,True,None,16,C9H7Cl2N5,17,2,90.71,1,16,2,0,0,0,0.0,101.40220868,0.38170555,-1.59
"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propan-1-amine",4976,263.384,1,1,4.3019,True,None,20,C19H21N,22,3,12.03,4,20,2,0,1,0,0.2631578947368421,120.89752012,0.31975155,-1.86
2-hydroxybenzamide,5147,137.138,2,2,0.4911,True,None,10,C7H7NO2,10,1,63.32000000000001,1,10,1,0,0,0,0.0,58.09199178,0.50712192,-1.51
"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",2802,315.716,1,4,3.0377,True,None,22,C15H10ClN3O3,24,3,84.6,2,22,2,0,1,0,0.06666666666666667,130.14044123,0.32383343,-2.73
"(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(carbamoylamino)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-[(2-methylpropan-2-yl)oxy]-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide;N-(3-methoxy-5-methylpyrazin-2-yl)-2-[4-(1,3,4-oxadiazol-2-yl)phenyl]pyridine-3-sulfonamide",11982741,1693.875,18,25,-0.39928,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),121,C78H100N24O18S,129,10,628.8799999999999,37,121,8,2,2,0,0.41025641025641024,694.05277157,0.50796665,-13.71
"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",447043,748.996,5,14,1.9007,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10),52,C38H72N2O12,54,3,180.07999999999998,7,52,0,3,3,0,0.9736842105263158,311.55824538,0.45893582,-1.01
"propan-2-yl (Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(3R)-3-hydroxy-5-phenylpentyl]cyclopentyl]hept-5-enoate",5311221,432.601,3,5,4.1864,True,None,31,C26H40O5,32,2,86.99000000000001,13,31,1,1,1,0,0.6538461538461539,186.69257981,0.46295317,-1.69
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",5280795,384.648,1,1,7.619,False,Octanol-water partition coefficient (LogP) > 5),28,C27H44O,30,3,20.23,6,28,0,3,3,0,0.7777777777777778,173.9356772,0.39277279,-0.82
N-hydroxyquinoline-8-sulfonamide,154717,224.241,2,4,0.9023,True,None,15,C9H8N2O3S,16,2,79.29,2,15,2,0,0,0,0.0,86.39162596,0.30183335,-1.5
"(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",43815,329.371,1,4,3.3265,True,None,24,C19H20FNO3,27,4,39.72,4,24,2,1,2,0,0.3684210526315789,140.08746309,0.49308837,-2.27
"1-(3,7-dimethylocta-2,6-dienyl)-3-methyl-9H-carbazol-2-ol",4000,333.475,2,1,6.57032,False,Octanol-water partition coefficient (LogP) > 5),25,C23H27NO,27,3,36.019999999999996,5,25,3,0,0,0,0.30434782608695654,149.43328355,0.50730187,-2.48
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,2249,266.341,3,4,0.4521,True,None,19,C14H22N2O3,19,1,84.58,8,19,1,0,0,0,0.5,113.309994,0.49084911,-1.59
"7-chloro-4-[2-(4-chloropyrazol-1-yl)ethylamino]-2,2,9-trimethyl-3,4-dihydropyrano[2,3-g]quinolin-3-ol",11596954,421.328,2,6,3.90932,True,None,28,C20H22Cl2N4O2,31,4,72.2,4,28,3,0,1,0,0.4,172.97492268,0.48470903,-1.86
"(4S,4aR,5S,5aR,6R,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",54671203,444.44,6,9,-0.5042,False,Hydrogen bond donors > 5),32,C22H24N2O8,35,4,181.62000000000003,2,32,1,1,3,0,0.4090909090909091,182.42923685,0.50773542,-3.21
(3S)-3-(aminomethyl)-5-methylhexanoic acid,5486971,159.229,2,2,1.0821,True,None,11,C8H17NO2,10,0,63.31999999999999,5,11,0,0,0,0,0.875,67.58949238,0.48122221,-0.57
"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",6230,298.426,1,2,3.4925,True,None,22,C20H26O2,25,4,37.3,0,22,0,3,4,0,0.75,132.9152048,0.37703387,-1.07
4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide,3476,490.626,3,5,3.074,True,None,34,C24H34N4O5S,36,3,124.68,7,34,1,1,2,0,0.5416666666666666,200.95385825,0.33726815,-2.88
"5-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine",5487,253.718,2,6,1.7158,True,None,16,C9H8ClN5S,18,3,62.2,1,16,2,0,1,0,0.2222222222222222,100.86221513,0.35425371,-1.4
"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine",2803,230.098,2,3,2.3645,True,None,14,C9H9Cl2N3,15,2,36.42,1,14,1,0,1,0,0.2222222222222222,92.12197762,0.35425399,-0.93
propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,3339,360.837,0,4,4.68,True,None,25,C20H21ClO4,26,2,52.6,6,25,2,0,0,0,0.3,152.26143513,0.47616591,-2.33
"(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-6-amino-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]hexanoyl]amino]-3-sulfanylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-5-oxopentanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-5-carbamimidamidopentanoyl]amino]-4-methylsulfanylbutanoyl]amino]hexanoyl]amino]hexanoyl]amino]-4-methylpentanoyl]amino]acetyl]amino]propanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-sulfanylpropanoyl]amino]-3-methylbutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-5-carbamimidamidopentanoyl]amino]propanoyl]amino]-3-phenylpropanoic acid",16132444,3125.853,50,40,-9.15285,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),219,C141H226N46O29S3,225,7,1255.6199999999994,103,219,6,1,1,0,0.5815602836879432,1285.6141194,0.47970863,-20.66
(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,60846,435.528,2,5,4.1617,True,None,32,C24H29N5O3,34,3,112.07000000000001,10,32,3,0,0,0,0.375,187.21053148,0.47970434,-3.55
"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",27447,347.396,3,5,0.4449,True,None,24,C16H17N3O4S,26,3,112.73,4,24,1,1,2,0,0.3125,142.43105555,0.47656119,-2.32
4-amino-3-(4-chlorophenyl)butanoic acid,2284,213.664,2,2,1.857,True,None,14,C10H12ClNO2,14,1,63.31999999999999,4,14,1,0,0,0,0.3,87.49008435,0.48121368,-1.06
"5-chloro-N-[[(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl]methyl]thiophene-2-carboxamide",9875401,435.889,1,6,2.5199,True,None,29,C19H18ClN3O5S,32,4,88.18,5,29,2,2,2,0,0.3157894736842105,175.48612983,0.44204578,-2.62
1-[4-[2-(diethylamino)ethoxy]phenyl]-2-(4-methoxyanilino)-2-phenylethanone,24392,432.564,1,5,5.4519,False,Octanol-water partition coefficient (LogP) > 5),32,C27H32N2O3,34,3,50.8,12,32,3,0,0,0,0.2962962962962963,190.52837897,0.49676589,-3.31
"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",2160,277.411,0,1,4.1686,True,None,21,C20H23N,23,3,3.24,3,21,2,0,1,0,0.3,127.47243373,0.30909169,-1.86
"2-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazine-3,5-dione",5901,245.191,4,8,-3.4569,True,None,17,C8H11N3O6,18,2,137.67000000000002,2,17,1,1,1,0,0.625,93.90694222,0.39356684,-1.55
"(4S,5S)-5-[2-(1,3-benzodioxol-5-yl)-3,4,5-trimethoxyphenyl]-3,3,4-trimethyloxolan-2-one",11596791,414.454,0,7,4.3683,True,None,30,C23H26O7,33,4,72.45000000000002,5,30,2,1,2,0,0.43478260869565216,175.33399175,0.49270132,-3.09
(2S)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,6037,441.404,6,9,-0.0448,False,Hydrogen bond donors > 5),32,C19H19N7O6,34,3,213.27999999999997,9,32,3,0,0,0,0.21052631578947367,179.27751955,0.48122926,-4.55
"7-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-3,4-dihydro-1H-quinolin-2-one",60795,448.394,1,4,4.8593,True,None,30,C23H27Cl2N3O2,33,4,44.81,7,30,2,1,2,0,0.43478260869565216,187.44232758,0.49351975,-1.95
"ethoxy(diethyl)phosphane;gold(1+);3,4,5-triacetyloxy-6-(acetyloxymethyl)oxane-2-thiolate",158467,694.49,0,11,2.0735,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10),33,C20H34AuO10PS,31,1,123.66000000000003,9,33,0,1,1,0,0.8,217.37533613,1.0,-0.67974026
"4-chloro-5,6-dihydroxyindole-1-sulfonic acid",2191,263.658,3,5,1.3568,True,None,16,C8H6ClNO5S,17,2,99.76,1,16,2,0,0,0,0.0,95.18794681,0.50416886,-1.44
(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,146570,324.399,0,3,3.81298,True,None,24,C20H21FN2O,26,3,36.26,5,24,2,0,1,0,0.35,141.83369707,0.36083985,-2.22
hydroxyurea,3657,76.055,3,2,-0.9561,True,None,5,CH4N2O2,4,0,75.35000000000001,0,5,0,0,0,0,0.0,28.53879826,0.34989128,-0.77
"4-hydroxy-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)benzoic acid",100,683.074,2,2,14.6846,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5),50,C47H70O3,50,1,57.53,24,50,1,0,0,0,0.5106382978723404,306.62719516,0.50766316,-3.59
3-hydroxybenzaldehyde,101,122.123,1,2,1.2047,True,None,9,C7H6O2,9,1,37.3,1,9,1,0,0,0,0.0,52.75210109,0.50794224,-1.31
3-(hydroxymethyl)phenol,102,124.139,2,2,0.8845,True,None,9,C7H8O2,9,1,40.46,1,9,1,0,0,0,0.14285714285714285,53.38481274,0.50795485,-1.02
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanethioate",103,1156.089,11,22,2.2506,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),76,C45H72N7O20P3S,82,7,421.1600000000001,23,76,2,5,5,0,0.8,442.53891399,0.4807077,-2.85
2-(2-oxo-3H-furan-5-yl)acetic acid,104,142.11,1,3,0.2919,True,None,10,C6H6O4,10,1,63.60000000000001,2,10,0,0,1,0,0.3333333333333333,57.0993506,0.48090057,-1.32
2-oxo-3-phosphonooxypropanoic acid,105,184.04,3,4,-1.2506,True,None,11,C3H5O7P,10,0,121.13000000000002,4,11,0,0,0,0,0.3333333333333333,60.83803662,0.47543243,-0.75
2-amino-3-phosphonooxypropanoic acid,106,185.072,4,4,-1.4924,True,None,11,C3H8NO6P,10,0,130.08,4,11,0,0,0,0,0.6666666666666666,62.01640521,0.48002109,-0.46
3-phenylpropanoic acid,107,150.177,1,1,1.7038,True,None,11,C9H10O2,11,1,37.3,3,11,1,0,0,0,0.2222222222222222,65.48198531,0.48122193,-1.31
2-pyridin-3-ylacetic acid,108,137.138,1,2,0.7087,True,None,10,C7H7NO2,10,1,50.19,2,10,1,0,0,0,0.14285714285714285,58.33669118,0.48098548,-1.38
2-amino-3-sulfinopropanoic acid,109,153.159,3,3,-1.38,True,None,9,C3H7NO4S,8,0,100.61999999999999,3,9,0,0,0,0,0.6666666666666666,54.14227364,0.48006151,-0.46
2-oxo-3-sulfinopropanoic acid,110,152.127,2,3,-1.1382,True,None,9,C3H4O5S,8,0,91.67,3,9,0,0,0,0,0.3333333333333333,52.96390504,0.47547487,-0.75
3-(carbamoylamino)propanoic acid,111,132.119,3,2,-0.8706,True,None,9,C4H8N2O3,8,0,92.42,3,9,0,0,0,0,0.5,51.8411082,0.4811816,-1.26
3-hydroxy-2-oxo-4-phosphonooxybutanoate,112,213.058,3,6,-3.2244,True,None,13,C4H6O8P-,12,0,144.19000000000003,5,13,0,0,0,0,0.5,71.99721248,0.54163559,-0.79
3-hydroxy-2-oxo-4-phosphonooxybutanoic acid,113,214.066,4,5,-1.8897,True,None,13,C4H7O8P,12,0,141.36,5,13,0,0,0,0,0.5,71.99721248,0.47542279,-0.79
4-pyridin-3-ylbutanoic acid,114,165.192,1,2,1.4889,True,None,12,C9H11NO2,12,1,50.19,4,12,1,0,0,0,0.3333333333333333,71.06657541,0.48123025,-1.38
"(5-amino-3,4-dihydroxyoxan-2-yl) dihydrogen phosphate",115,229.125,5,6,-2.4989,True,None,14,C5H12NO7P,14,1,142.47000000000003,2,14,0,1,1,0,1.0,79.48671517,0.47152142,-0.05
"4-amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid",116,225.2,3,4,-0.122,True,None,16,C10H11NO5,16,1,109.85000000000001,4,16,0,0,1,0,0.2,91.31403744,0.47764595,-2.08
4-amino-1H-imidazole-5-carboxylic acid,117,127.103,3,3,-0.3099,True,None,9,C4H5N3O2,9,1,92.0,1,9,1,0,0,0,0.0,50.52080019,0.47646526,-1.52
4-aminobutanal,118,87.122,1,2,-0.0758,True,None,6,C4H9NO,5,0,43.09,3,6,0,0,0,0,0.75,37.33549017,0.33046016,-0.37
4-aminobutanoic acid,119,103.121,2,2,-0.1901,True,None,7,C4H9NO2,6,0,63.31999999999999,3,7,0,0,0,0,0.75,42.12972392,0.48122979,-0.57
2-(5-oxofuran-2-ylidene)acetic acid,120,140.094,1,3,0.0679,True,None,10,C6H4O4,10,1,63.60000000000001,1,10,0,0,1,0,0.0,56.40974756,0.47797545,-1.58
"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate",121,521.309,8,15,-3.2005,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),33,C14H25N3O14P2,34,2,273.58,11,33,1,1,1,0,0.7142857142857143,185.33871189,0.48070773,-1.3
"4,6-dioxooct-2-enedioic acid",122,200.146,2,4,-0.3698,True,None,14,C8H8O6,13,0,108.74,6,14,0,0,0,0,0.25,78.8387987,0.48090734,-1.98
4-(diaminomethylideneamino)butanamide,123,144.178,3,2,-1.4747,True,None,10,C5H12N4O,9,0,107.49,4,10,0,0,0,0,0.6,59.27553616,0.37015315,-1.26
4-hydroxy-2-oxopentanoic acid,124,132.115,2,3,-0.589,True,None,9,C5H8O4,8,0,74.60000000000001,3,9,0,0,0,0,0.6,52.11053119,0.47549979,-0.9
4-(hydroxymethyl)phenol,125,124.139,2,2,0.8845,True,None,9,C7H8O2,9,1,40.46,1,9,1,0,0,0,0.14285714285714285,53.38481274,0.50796662,-1.02
4-hydroxybenzaldehyde,126,122.123,1,2,1.2047,True,None,9,C7H6O2,9,1,37.3,1,9,1,0,0,0,0.0,52.75210109,0.50796622,-1.31
2-(4-hydroxyphenyl)acetic acid,127,152.149,2,2,1.0193,True,None,11,C8H8O3,11,1,57.53,2,11,1,0,0,0,0.125,63.91127695,0.50796664,-1.51
"3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid",128,156.141,2,3,-0.6221,True,None,11,C6H8N2O3,11,1,78.76,3,11,0,0,1,0,0.5,63.12059307,0.48122925,-1.39
4-methylpentanal,129,100.161,0,1,1.6215,True,None,7,C6H12O,6,0,17.07,3,7,0,0,0,0,0.8333333333333334,44.7254837,0.30340272,-0.33
"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid",130,220.133,4,5,-1.6794,True,None,15,C7H8O8,14,0,149.2,6,15,0,0,0,0,0.42857142857142855,82.75192712,0.48113879,-1.96
"3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoic acid",131,299.216,5,5,-0.9263,True,None,19,C9H18NO8P,18,0,153.39,8,19,0,0,0,0,0.7777777777777778,109.37178524,0.4811816,-0.99
"2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid",132,402.362,7,7,-1.5117,False,Hydrogen bond donors > 5),25,C12H23N2O9PS,24,0,182.48999999999998,11,25,0,0,0,0,0.75,149.33306253,0.47969467,-1.17
trimethyl(4-oxobutyl)azanium,133,130.211,0,1,0.6717,True,None,9,C7H16NO+,8,0,17.07,4,9,0,0,0,0,0.8571428571428571,57.06023097,0.33090356,-0.37
3-carboxypropyl(trimethyl)azanium,134,146.21,1,1,0.5574,True,None,10,C7H16NO2+,9,0,37.3,4,10,0,0,0,0,0.8571428571428571,61.85446472,0.48122759,-0.57
4-hydroxybenzoic acid,135,138.122,2,2,1.0904,True,None,10,C7H6O3,10,1,57.53,1,10,1,0,0,0,0.0,57.54633484,0.50796618,-1.51
"2-[[4-(3-amino-1-oxo-5,6,6a,7-tetrahydro-4H-imidazo[1,5-f]pteridin-10-ium-8-yl)benzoyl]amino]pentanedioic acid",136,456.439,6,8,-0.6135,False,Hydrogen bond donors > 5),33,C20H22N7O6+,36,4,193.74999999999997,7,33,2,0,2,0,0.3,186.10485074,0.48122926,-4.42
5-amino-4-oxopentanoic acid,137,131.131,2,3,-0.621,True,None,9,C5H9NO3,8,0,80.39,4,9,0,0,0,0,0.6,52.65618813,0.48122063,-0.9
5-aminopentanoic acid,138,117.148,2,2,0.2,True,None,8,C5H11NO2,7,0,63.32000000000001,4,8,0,0,0,0,0.8,48.49466603,0.48123039,-0.57
"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",139,420.678,3,3,5.4102,False,Octanol-water partition coefficient (LogP) > 5),30,C27H48O3,33,4,60.69,5,30,0,4,4,0,1.0,184.58712264,0.39311971,-0.12
"17-(7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",140,436.677,4,4,4.3826,True,None,31,C27H48O4,34,4,80.92,6,31,0,4,4,0,1.0,189.3813564,0.39609901,-0.16
"(3,4-dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",141,534.26,7,15,-3.9464,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),34,C14H20N2O16P2,36,3,273.59999999999997,8,34,1,2,2,0,0.6428571428571429,187.63534571,0.48305847,-1.63
"2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol",142,251.246,3,8,-0.9524,True,None,18,C10H13N5O3,20,3,119.31,1,18,2,1,1,0,0.5,102.05192635,0.38752839,-1.77
"2-[[4-[(2-amino-5-formyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",143,473.446,7,9,-0.7311,False,Hydrogen bond donors > 5),34,C20H23N7O7,36,3,219.83999999999997,10,34,2,0,1,0,0.3,191.7167722,0.48122926,-4.62
2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,144,220.228,4,3,0.8279,True,None,16,C11H12N2O3,17,2,99.33999999999999,3,16,2,0,0,0,0.18181818181818182,91.50693472,0.50794139,-2.01
"2,3-dihydroxy-5-oxohexanedioic acid",145,192.123,4,5,-2.1634,True,None,13,C6H8O7,12,0,132.13,5,13,0,0,0,0,0.5,72.22546291,0.47925253,-1.47
"2-[[4-[(2-amino-5-methyl-4-oxo-1,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",146,459.463,7,9,-0.2577,False,Hydrogen bond donors > 5),33,C20H25N7O6,35,3,202.76999999999998,9,33,2,0,1,0,0.35,187.5552501,0.48122926,-4.29
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-selanylpyrimidin-4-one",147,350.233,4,8,-3.8997,True,None,20,C11H17N3O5Se,21,2,116.84000000000002,4,20,1,1,1,0,0.6363636363636364,122.77224008,nan,-0.80051948
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(methylaminomethyl)-2-sulfanylpyrimidin-4-one",148,303.34,5,9,-2.1371,True,None,20,C11H17N3O5S,21,2,116.84000000000002,4,20,1,1,1,0,0.6363636363636364,119.99213165,0.39356685,-0.97
"2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol",149,297.34,3,9,-0.6093,True,None,20,C11H15N5O3S,22,3,119.31,3,20,2,1,1,0,0.5454545454545454,118.53997849,0.38748302,-1.42
"(5-amino-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",150,229.125,5,6,-2.4989,True,None,14,C5H12NO7P,14,1,142.47000000000003,3,14,0,1,1,0,1.0,79.48671517,0.46917068,-0.05
"[5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",151,314.187,6,7,-3.5954,False,Hydrogen bond donors > 5),20,C8H15N2O9P,20,1,174.65,7,20,0,1,1,0,0.75,112.66441938,0.46917069,-1.07
"[5-[(2-aminoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",152,286.177,6,7,-3.3827,False,Hydrogen bond donors > 5),18,C7H15N2O8P,18,1,171.57,5,18,0,1,1,0,0.8571428571428571,101.92798368,0.46917069,-0.58
"[5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",153,295.188,5,8,-1.8062,True,None,19,C8H14N3O7P,20,2,160.29000000000002,4,19,1,1,1,0,0.625,107.18258927,0.46917069,-1.0
"[5-[(1-amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",154,313.203,6,7,-3.3544,False,Hydrogen bond donors > 5),20,C8H16N3O8P,20,1,183.92999999999998,7,20,0,1,1,0,0.75,113.18824828,0.46917069,-1.07
4-(carbamoylamino)-1H-imidazole-5-carboxylic acid,155,170.128,4,3,-0.4015,True,None,12,C5H6N4O3,12,1,121.10000000000001,2,12,1,0,0,0,0.0,66.59712658,0.476465,-2.05
"5,6,7,8-tetrahydropteridine",156,136.158,2,4,0.314,True,None,10,C6H8N4,11,2,49.84,0,10,1,0,1,0,0.3333333333333333,58.69447652,0.37903668,-1.32
"2,3,4,6-tetrahydroxy-5-oxohexanoic acid",157,194.139,5,6,-3.2849,True,None,13,C6H10O7,12,0,135.29000000000002,5,13,0,0,0,0,0.6666666666666666,72.85817456,0.47925117,-1.02
7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid,158,352.471,3,4,3.2511,True,None,25,C20H32O5,25,1,94.83000000000001,12,25,0,1,1,0,0.7,149.99385944,0.48123025,-1.46
"5-[5-hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid",159,352.471,3,4,3.4085,True,None,25,C20H32O5,26,2,86.99000000000001,10,25,0,2,2,0,0.75,149.94005142,0.49467265,-1.33
"7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid",160,354.487,4,4,3.0429,True,None,25,C20H34O5,25,1,97.99000000000001,12,25,0,1,1,0,0.75,150.62657109,0.48123025,-1.17
