Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations
"2-[[9-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-6-yl]amino]butanedioic acid",195,463.296,7,12,-2.1054,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
hexanedioic acid,196,146.142,2,2,0.716,True,None
"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",197,427.203,6,12,-1.746,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",198,589.344,9,18,-3.9218,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
2-(4-aminobutyl)guanidine,199,130.195,3,2,-1.0013,True,None
"[5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",200,338.213,6,9,-2.7073,False,Hydrogen bond donors > 5)
"3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl phosphono hydrogen phosphate",201,654.806,3,4,11.5379,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl phosphono hydrogen phosphate",202,586.687,3,4,9.8114,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"2,2-bis(carbamoylamino)acetic acid",203,176.132,5,3,-2.2663,True,None
"(2,5-dioxoimidazolidin-4-yl)urea",204,158.117,4,3,-2.1798,True,None
2-amino-3-hydroxybutanoic acid,205,119.12,3,3,-1.2209,True,None
"6-(hydroxymethyl)oxane-2,3,4,5-tetrol",206,180.156,5,6,-3.2214,True,None
2-amino-6-oxohexanoic acid,207,145.158,2,3,-0.2325,True,None
"(3,4,5,6-tetrahydroxyoxan-2-yl)methyl dihydrogen phosphate",208,260.135,6,7,-3.1044,False,Hydrogen bond donors > 5)
"5-acetamido-2-[2-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",209,1032.957,18,25,-11.6076,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"5-acetamido-2-[[6-[5-acetamido-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",210,674.606,13,18,-8.0796,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-(5,6-dimethylbenzimidazol-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol",211,278.308,3,6,0.26464,True,None
"[5-(5,6-dimethylbenzimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",212,358.287,4,7,0.38164,True,None
"7-[3-(3-hydroxyoct-1-enyl)-2,6-dioxabicyclo[3.1.1]heptan-4-yl]hept-5-enoic acid",213,352.471,2,4,3.815,True,None
7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]heptanoic acid,214,354.487,3,4,3.4751,True,None
1-aminopropan-2-one,215,73.095,1,2,-0.4659,True,None
(4-amino-2-methylpyrimidin-5-yl)methyl dihydrogen phosphate,216,219.137,3,5,-0.02348,True,None
(4-amino-2-methylpyrimidin-5-yl)methyl phosphono hydrogen phosphate,217,299.116,4,7,0.09352,True,None
"2-amino-6-(hydroxymethyl)-7,8-dihydro-1H-pteridin-4-one",218,195.182,4,6,-1.1576,True,None
2-amino-3-oxobutanoic acid,219,117.104,2,3,-1.0127,True,None
4-diethoxyphosphinothioyloxyaniline,220,261.283,1,5,2.9451,True,None
"5-amino-6-(2,3,4,5-tetrahydroxypentylamino)-1H-pyrimidine-2,4-dione",221,276.249,8,8,-3.8677,False,Hydrogen bond donors > 5)
azane,222,17.031,1,1,0.162,True,None
azanium,223,18.039,1,0,0.3762,True,None
"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",224,347.224,5,10,-1.863,True,None
"3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",225,290.447,1,2,3.9591,True,None
amino(phosphanyl)methanol,226,79.039,2,2,-0.9039,True,None
2-aminobenzoic acid,227,137.138,2,2,0.967,True,None
"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl sulfo hydrogen phosphate",228,427.288,5,13,-2.0359,False,Hydrogen bond acceptors > 10)
"oxane-2,3,4,5-tetrol",229,150.13,4,5,-2.5823,True,None
"(2,3,4-trihydroxy-5-oxopentyl) dihydrogen phosphate",230,230.109,5,6,-2.6227,True,None
"icosa-5,8,11,14-tetraenoic acid",231,304.474,1,1,6.2167,False,Octanol-water partition coefficient (LogP) > 5)
2-amino-5-(diaminomethylideneamino)pentanoic acid,232,174.204,4,3,-1.5481,True,None
hydrogen arsorate,233,139.926,1,3,-3.4346,True,None
arsoric acid,234,141.942,3,1,-2.1706,True,None
"2-(1,2-dihydroxyethyl)-4,5-dihydroxyfuran-3-one",235,176.124,4,6,-1.4074,True,None
"2,4-diamino-4-oxobutanoic acid",236,132.119,3,3,-1.7263,True,None
"4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine",237,399.966,1,4,5.9724,False,Octanol-water partition coefficient (LogP) > 5)
"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",238,507.182,7,14,-1.629,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
3-aminopropanoic acid,239,89.094,2,2,-0.5802,True,None
benzaldehyde,240,106.124,0,1,1.4991,True,None
benzene,241,78.114,0,0,1.6866,True,None
benzoate,242,121.115,0,2,0.0501,True,None
benzoic acid,243,122.123,1,1,1.3848,True,None
phenylmethanol,244,108.14,1,1,1.1789,True,None
"N-[2,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]acetamide",245,383.35,8,11,-5.2534,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"(10,13-dimethyl-17-oxo-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-yl) hydrogen sulfate",246,370.511,1,4,3.7862,True,None
2-(trimethylazaniumyl)acetate,247,117.148,0,2,-1.5575,True,None
carboxymethyl(trimethyl)azanium,248,118.156,1,1,-0.2228,True,None
trimethyl(2-oxoethyl)azanium,249,102.157,0,1,-0.1085,True,None
3-[2-[[3-(2-carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid,250,584.673,6,4,4.53124,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5)
3-[2-[[3-(2-carboxyethyl)-5-[(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methylidene]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-yl)methylidene]-4-methylpyrrol-3-yl]propanoic acid,251,582.657,5,4,3.06024,False,Molecular Weight (g/mol) > 500)
"2-amino-6-(1,2-dihydroxypropyl)-7,8-dihydro-1H-pteridin-4-one",252,239.235,5,7,-1.4082,True,None
"5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanoic acid",253,244.316,3,3,0.7968,True,None
"3-phenylbenzene-1,2-diol",254,186.21,2,2,2.7648,True,None
bis(4-nitrophenyl) hydrogen phosphate,255,340.184,1,7,3.0612,True,None
[5-hydroxy-2-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate,256,1325.748,11,18,10.757,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
[3-hydroxy-2-(hydroxymethyl)-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate,257,711.871,7,10,4.9142,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5)
"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(4-amino-2-oxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",258,422.446,6,9,-2.21873,False,Hydrogen bond donors > 5)
bromide,259,79.904,0,0,-2.996,True,None
bromane,260,80.912,0,0,0.5779,True,None
butanal,261,72.107,0,1,0.9854,True,None
"butane-2,3-diol",262,90.122,2,2,-0.252,True,None
butan-1-ol,263,74.123,1,1,0.7788,True,None
butanoic acid,264,88.106,1,1,0.8711,True,None
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] butanethioate",265,837.632,9,19,-0.5352,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
phosphono butanoate,266,168.085,2,3,0.4224,True,None
"6-[[4-[2-[2-[3-acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",267,1193.954,17,25,-7.2218,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"4-[2-[2-[3-acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-5-[[6-amino-1-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-oxopentanoic acid",268,1149.945,16,24,-6.675,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"6-[[4-[2-[2-[3-acetamido-5-hydroxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",269,1717.075,14,19,13.84,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"6-[[4-[2-[2-[3-acetamido-5-[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-[hydroxy-[hydroxy(3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenoxy)phosphoryl]oxyphosphoryl]oxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-2-amino-7-[[1-(1-carboxyethylamino)-1-oxopropan-2-yl]amino]-7-oxoheptanoic acid",270,1920.269,17,24,11.808,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
calcium(2+),271,40.078,0,0,-0.3808,True,None
calcium dihydride,272,42.094,0,0,-0.9162,True,None
"pentane-1,5-diamine",273,102.181,2,2,0.0741,True,None
"6-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol",274,329.209,3,10,-0.8174,True,None
2-amino-4-(diaminomethylideneamino)oxybutanoic acid,275,176.176,4,4,-2.0066,True,None
carbamate,276,60.032,1,2,-1.7116,True,None
carbamic acid,277,61.04,2,1,-0.3769,True,None
phosphono carbamate,278,141.019,3,3,-0.8256,True,None
2-(carbamoylamino)butanedioic acid,279,176.128,4,3,-1.4174,True,None
carbon dioxide,280,44.009,0,2,-0.5835,True,None
carbon monoxide,281,28.01,0,0,-0.03751,True,None
"3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoic acid",282,184.191,3,3,0.0692,True,None
formate,283,45.017,0,2,-1.6339,True,None
formic acid,284,46.025,1,1,-0.2992,True,None
2-aminooxyacetate,285,90.058,1,4,-2.3734,True,None
2-aminooxyacetic acid,286,91.066,2,3,-1.0387,True,None
"2-[(3,4-dihydroxy-2-oxo-5-phosphonooxypentyl)amino]benzoic acid",287,349.232,6,7,-0.8031,False,Hydrogen bond donors > 5)
3-hydroxy-4-(trimethylazaniumyl)butanoate,288,161.201,1,3,-1.8065,True,None
"benzene-1,2-diol",289,110.112,2,2,1.0978,True,None
"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",290,403.177,6,11,-2.329,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-[[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxyethyl-trimethylazanium",291,489.335,5,12,-1.5985,False,Hydrogen bond acceptors > 10)
"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",292,565.318,9,17,-4.5048,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[2-aminoethoxy(hydroxy)phosphoryl] [5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",293,446.246,6,13,-2.346,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",294,342.297,8,11,-5.3972,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-amino-9-(2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl)-3H-purin-6-one",295,345.208,4,10,-1.5241,True,None
2-methyl-3-oxopropanoic acid,296,102.089,1,2,-0.094,True,None
methane,297,16.043,0,0,0.6361,True,None
"2,2-dichloro-N-[1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",298,323.132,3,5,0.909,True,None
"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",299,490.639,0,1,4.6182,True,None
2-chloroacetic acid,300,94.497,1,1,0.3098,True,None
"2-chlorobenzene-1,4-diol",301,144.557,2,2,1.7512,True,None
"4-(3,12-dihydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid",302,406.563,3,4,3.6569,True,None
"4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid",303,408.579,4,4,3.4487,True,None
"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",304,386.664,1,1,7.3887,False,Octanol-water partition coefficient (LogP) > 5)
2-hydroxyethyl(trimethyl)azanium,305,104.173,1,1,-0.3151,True,None
"3-(1-carboxyethenoxy)-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",306,226.184,3,4,-0.0884,True,None
3-phenylprop-2-enal,307,132.162,0,1,1.8987,True,None
3-phenylprop-2-en-1-ol,308,134.178,1,1,1.6921,True,None
"prop-1-ene-1,2,3-tricarboxylic acid",309,174.108,3,3,-0.4433,True,None
"hexa-2,4-dienedioic acid",310,142.11,2,2,0.268,True,None
"2-hydroxypropane-1,2,3-tricarboxylic acid",311,192.123,4,4,-1.2485,True,None
chloride,312,35.453,0,0,-2.996,True,None
chlorane,313,36.461,0,0,0.4218,True,None
"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",314,323.198,5,9,-2.446,True,None
"8-[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4,5,6,7-tetrahydroxy-2-oxooctanoic acid",315,543.375,9,16,-4.9343,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"5-acetamido-2-[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid",316,614.454,10,17,-5.2722,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",317,767.541,10,18,-1.6653,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"cobalt;3-[2,13,18-tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",318,993.13,8,12,1.8218,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"3-[2,13,18-tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",319,934.197,8,12,1.8243,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-(8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",320,284.272,5,9,-2.0182,True,None
"3-[8,12,17-tris(2-carboxyethyl)-3,7,13,18-tetramethyl-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoic acid",321,660.768,8,4,4.97808,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5)
3-(4-hydroxyphenyl)prop-2-enoic acid,322,164.16,2,2,1.49,True,None
chromen-2-one,323,146.145,0,2,1.793,True,None
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-(4-hydroxyphenyl)prop-2-enethioate",324,913.686,10,20,0.0837,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
(4-propan-2-ylphenyl)methanol,325,150.221,1,1,2.3023,True,None
4-propan-2-ylbenzaldehyde,326,148.205,0,1,2.6225,True,None
"5-hydroxy-4-oxo-1,6-dihydropyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid",327,332.224,6,5,0.7612,False,Hydrogen bond donors > 5)
2-hydroxy-2-(4-hydroxyphenyl)acetic acid,328,168.148,3,3,0.5102,True,None
"(3,4-dihydroxy-5-methylsulfanyl-2-oxopentyl) dihydrogen phosphate",329,260.204,4,6,-1.2504,True,None
"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",330,386.664,1,1,7.5328,False,Octanol-water partition coefficient (LogP) > 5)
"3,5-diaminohexanoic acid",331,146.19,3,3,-0.4743,True,None
4-ethenyl-2-methoxyphenol,332,150.177,1,2,2.0438,True,None
"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-2,3,4-trihydroxypentyl] dihydrogen phosphate",333,356.228,9,9,-3.7507,False,Hydrogen bond donors > 5)
"7-hydroxy-10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",334,400.647,1,2,6.5677,False,Octanol-water partition coefficient (LogP) > 5)
2-methylphenol,335,108.14,1,1,1.70062,True,None
2-(carbamoylamino)-2-hydroxyacetic acid,336,134.091,4,3,-1.9423,True,None
"3,4,5-trihydroxypentan-2-one",337,134.131,3,4,-1.7105,True,None
2-hydroxybenzoic acid,338,138.122,2,2,1.0904,True,None
2-aminoethylphosphonic acid,339,125.064,3,2,-0.8772,True,None
"3-methylbenzene-1,2-diol",340,124.139,2,2,1.40622,True,None
"3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoic acid",341,322.225,6,8,1.132,False,Hydrogen bond donors > 5)
3-methylphenol,342,108.14,1,1,1.70062,True,None
"2-hydroxy-2-oxo-3a,4,5,6,7,7a-hexahydrobenzo[d][1,3,2]dioxaphosphole-4,5,6,7-tetrol",343,242.12,5,7,-2.672,True,None
"3,4,5-trihydroxycyclohexane-1,2-dione",344,160.125,3,5,-2.389,True,None
"but-2-ene-1,2,3-tricarboxylic acid",345,188.135,3,3,-0.0532,True,None
"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",346,272.253,5,7,-1.4291,True,None
"2-(hydroxymethyl)-6-[3-(hydroxymethyl)phenoxy]oxane-3,4,5-triol",347,286.28,5,7,-1.6424,True,None
"[3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl dihydrogen phosphate",348,352.232,6,8,-1.3121,False,Hydrogen bond donors > 5)
"2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-one",349,178.14,4,6,-3.0132,True,None
3-phosphonooxy-2-(7-sulfanylheptanoylamino)butanoic acid,350,343.338,5,5,0.9339,True,None
3-phosphonooxy-2-[7-(2-sulfoethyldisulfanyl)heptanoylamino]butanoic acid,351,483.523,5,8,1.2733,True,None
"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5,8-dihydropteridin-4-yl]oxy]-5-oxopentanoic acid",352,626.58,9,17,-1.9372,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5-methyl-8H-pteridin-4-yl]oxy]-5-oxopentanoic acid",353,640.607,8,17,-1.9129,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
2-oxohept-3-enedioic acid,354,172.136,2,3,0.0611,True,None
2-(4-hydroxyphenyl)-2-oxoacetic acid,355,166.132,2,3,0.6595,True,None
octane,356,114.232,0,0,3.3668,True,None
"1,3,4,6-tetrachlorocyclohexa-1,4-diene",357,217.91,0,0,3.4602,True,None
5-amino-3-oxohexanoic acid,358,145.158,2,3,-0.2325,True,None
"benzene-1,3,5-triol",359,126.111,3,3,0.8034,True,None
"3,8-dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",360,426.443,5,8,1.4727,True,None
"3,5-dihydroxycyclohex-2-en-1-one",361,128.127,2,3,0.1521,True,None
"1,2-dihydronaphthalene-1,2-diol",362,162.188,2,2,1.1077,True,None
2-aminoacetaldehyde,363,59.068,1,2,-0.856,True,None
"2,3-diaminopropanoic acid",364,104.109,3,3,-1.643,True,None
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate",365,1029.978,9,19,4.4782,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
(4-methyl-2-oxochromen-7-yl) acetate,366,218.208,0,4,2.02672,True,None
2-hydroxy-4-methylchromen-7-one,367,176.171,1,3,1.75862,True,None
"N'-(4-aminobutyl)butane-1,4-diamine",368,159.277,3,3,0.0538,True,None
"6-[[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-dihydroxy-lambda5-phosphanyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",369,621.342,11,19,-5.2421,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"3,4,5-trihydroxybenzoic acid",370,170.12,4,4,0.5016,True,None
but-2-ynedioic acid,371,114.056,2,2,-0.841,True,None
"6-oxopyran-2,4-dicarboxylic acid",372,184.103,2,4,0.0362,True,None
"2-(2,2-dihydroxyethenyl)-4-oxopent-2-enedioic acid",373,202.118,4,5,-0.3915,True,None
"4-oxobut-2-ene-1,2,4-tricarboxylic acid",374,202.118,3,4,-0.8742,True,None
"3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-ol",375,767.324,1,1,18.2099,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
3-hydroxy-5-oxohexanoic acid,376,146.142,2,3,-0.1989,True,None
"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate",377,547.475,6,10,1.7335,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5)
(4-nitrophenyl) dihydrogen phosphate,378,219.089,2,4,1.0663,True,None
octanoic acid,379,144.214,1,1,2.4315,True,None
